BGC0000083.1	1
BGC0000171.1	1
BGC0000174.1	1
BGC0000177.1	1
BGC0000184.1	1
BGC0000185.1	1
BGC0000095.1	2
BGC0000021.1	3
BGC0000163.1	3
BGC0000164.1	3
BGC0000190.1	4
BGC0000224.1	4
BGC0000191.1	5
BGC0000192.1	5
BGC0000212.1	5
BGC0000194.1	6
BGC0000195.1	7
BGC0000225.1	7
BGC0000196.1	8
BGC0000197.1	9
BGC0000198.1	10
BGC0000201.1	11
BGC0000203.1	11
BGC0000202.1	12
BGC0000205.1	13
BGC0001104.1	13
BGC0000206.1	14
BGC0000208.1	15
BGC0000209.1	15
BGC0000216.1	15
BGC0000254.1	15
BGC0000211.1	16
BGC0000263.1	16
BGC0000215.1	17
BGC0000271.1	17
BGC0000272.1	17
BGC0001366.1	17
BGC0000214.1	18
BGC0000217.1	18
BGC0000218.1	18
BGC0000220.1	19
BGC0000221.1	20
BGC0000222.1	21
BGC0000223.1	22
BGC0000226.1	23
BGC0000227.1	24
BGC0000228.1	24
BGC0000248.1	24
BGC0000232.1	25
BGC0000233.1	26
BGC0000231.1	27
BGC0000234.1	27
BGC0000235.1	27
BGC0000236.1	27
BGC0000253.1	27
BGC0000261.1	27
BGC0000237.1	28
BGC0000240.1	29
BGC0000241.1	29
BGC0000200.1	30
BGC0000242.1	30
BGC0000279.1	30
BGC0001376.1	30
BGC0000245.1	31
BGC0000250.1	32
BGC0000252.1	33
BGC0000255.1	34
BGC0000256.1	35
BGC0000264.1	36
BGC0000230.1	37
BGC0000266.1	37
BGC0000269.1	38
BGC0000273.1	39
BGC0000204.1	40
BGC0000219.1	40
BGC0000275.1	40
BGC0000280.1	41
BGC0000281.1	41
BGC0000284.1	42
BGC0000861.1	43
BGC0000862.1	43
BGC0000863.1	43
BGC0000864.1	43
BGC0000865.1	43
BGC0000869.1	43
BGC0000285.1	44
BGC0000902.1	44
BGC0001031.1	45
BGC0001032.1	45
BGC0001091.1	45
BGC0001350.1	45
BGC0000246.1	46
BGC0001061.1	46
BGC0001409.1	46
BGC0001062.1	47
BGC0001066.1	48
BGC0001293.1	48
BGC0001077.1	49
BGC0001150.1	50
BGC0001177.1	51
BGC0001179.1	52
BGC0001197.1	53
BGC0001213.1	54
BGC0001292.1	54
BGC0000172.1	55
BGC0000173.1	55
BGC0000176.1	55
BGC0000178.1	55
BGC0000179.1	55
BGC0001094.1	55
BGC0001107.1	55
BGC0001186.1	55
BGC0001299.1	55
BGC0001300.1	55
BGC0001301.1	55
BGC0000282.1	56
BGC0001310.1	56
BGC0001064.1	57
BGC0001357.1	57
BGC0000180.1	58
BGC0000181.1	58
BGC0001383.1	58
BGC0001386.1	59
