BGC0000442.1	1
BGC0000629.1	2
BGC0000630.1	3
BGC0000631.1	4
BGC0000632.1	5
BGC0000633.1	6
BGC0000634.1	7
BGC0000635.1	8
BGC0000636.1	9
BGC0000637.1	10
BGC0000638.1	11
BGC0000639.1	12
BGC0000640.1	13
BGC0000641.1	14
BGC0000642.1	15
BGC0000643.1	16
BGC0000644.1	17
BGC0000645.1	18
BGC0000646.1	19
BGC0000647.1	20
BGC0000648.1	21
BGC0000649.1	22
BGC0000650.1	23
BGC0000651.1	24
BGC0000653.1	25
BGC0000654.1	26
BGC0000656.1	27
BGC0000657.1	28
BGC0000658.1	29
BGC0000659.1	30
BGC0000660.1	31
BGC0000661.1	32
BGC0000663.1	33
BGC0000664.1	34
BGC0000667.1	35
BGC0000669.1	36
BGC0000671.1	37
BGC0000672.1	38
BGC0000674.1	39
BGC0000675.1	40
BGC0000676.1	41
BGC0000678.1	42
BGC0000683.1	43
BGC0000685.1	44
BGC0000688.1	45
BGC0000811.1	46
BGC0000930.1	47
BGC0000931.1	48
BGC0001081.1	49
BGC0001082.1	50
BGC0001086.1	51
BGC0001087.1	52
BGC0001181.1	53
BGC0001201.1	54
BGC0001227.1	55
BGC0001241.1	56
BGC0001267.1	56
BGC0001260.1	57
BGC0001270.1	58
BGC0001277.1	59
BGC0001278.1	60
BGC0001279.1	61
BGC0001321.1	62
BGC0001323.1	63
BGC0001322.1	64
BGC0001324.1	64
BGC0001361.1	65
BGC0001375.1	66
